เลขรับ	ผลของการสั่งคดี	ฟ้องชาย	ฟ้องหญิง	ฟ้อง	ไม่ฟ้อง	อื่นๆ	วันสั่ง	เหตุผลที่สั่งไม่ฟ้อง	วันเสนอ	คำสั่งของกลาง	เหตุผลที่ไม่ริบของกลาง	วันแจ้งเขตของกลาง	สอบเพิ่มเติม	วันแจ้งเขตอก54	เหตุที่ค้าง	ครั้งที่เตือน	วันที่เตือน	อายุความ	วันแจ้งของกลาง	เลขออกอก46	วันที่สำนวนไป	ทีอยู่สำนวน	เก็บไม่ฟ้อง	เก็บสั่งจับ	ข้อเท็จจริง
"1859/2548"	"ฟ้องศาล    11 กรกฎาคม 2548"	1	0	1	0	0	"07/04/05 00:00:00"											0							
"1893/2548"	"ฟ้องศาล  11 กรกฎาคม 2548"	1	0	2	0	0	"07/07/05 00:00:00"											0							
"1894/2548"	"ฟ้องศาล    11 กรกฎาคม 2548"	1	0	1	0	0	"07/11/05 00:00:00"											0							
"1910/2548"	"ฟ้องศาล    11 กรกฎาคม 2548"	1	0	1	0	0	"07/11/05 00:00:00"											0							
"ว.1485/2548"	"ฟ้องศาล"	5	2	7	0	0	"06/08/05 00:00:00"		"06/22/05 00:00:00"									0							
"ว.2497/2548"	"ฟ้องศาล"	1	0	1	0	0	"10/19/05 00:00:00"		"10/25/05 00:00:00"									0							
"ว.2500/2548"	"ฟ้องศาล"		1	1	0	0	"10/19/05 00:00:00"		"10/25/05 00:00:00"									0							
"ว.2501/2548"	"ฟ้องศาล"	2	1	3	0	0	"10/19/05 00:00:00"		"10/25/05 00:00:00"									0							
"ว.2498/2548"	"ฟ้องศาล"	1	0	1	0	0	"10/19/05 00:00:00"		"10/25/05 00:00:00"									0							
"ว.2491/2548"	"ฟ้องศาล"	0	1	1	0	0	"10/18/05 00:00:00"		"10/18/05 00:00:00"									0							
"ว.2492/2548"	"ฟ้องศาล"	8	0	8	0	0	"10/18/05 00:00:00"		"10/25/05 00:00:00"									0							
"ว.2493/2548"	"ฟ้องศาล"	1	0	1	0	0	"10/18/05 00:00:00"		"10/18/05 00:00:00"									0							
"ว.2495/2548"	"ฟ้องศาล"	1	0	1	0	0	"10/18/05 00:00:00"		"10/25/05 00:00:00"									0							
"ว.2496/2548"	"ฟ้องศาล"	1	3	4	0	0	"10/18/05 00:00:00"		"10/25/05 00:00:00"									0							
"ว.2494/2548"	"ฟ้องศาล"	1	0	1	0	0	"10/18/05 00:00:00"		"10/25/05 00:00:00"									0							
"ว.2505/2548"	"ฟ้องศาล"	1	0	1	0	0	"10/20/05 00:00:00"		"10/25/05 00:00:00"									0							
"ว.2503/2548"	"ฟ้องศาล"	1	0	1	0	0	"10/20/05 00:00:00"		"10/25/05 00:00:00"									0							
"ว.2502/2548"	"ฟ้องศาล"	5	0	5	0	0	"10/20/05 00:00:00"		"10/25/05 00:00:00"									0							
"2966/2548"	"ฟ้องศาล     25  ตุลาคม  2548"	1	0	1	0	0	"10/18/05 00:00:00"											0							
"2937/2548"	"ฟ้องศาล    25  ตุลาคม  2548"	1	0	1	0	0	"10/19/05 00:00:00"		"11/03/05 00:00:00"									0							
"2877/2548"	"ฟ้องศาล    25  ตุลาคม  2548"	0	1	1	0	0	"10/07/05 00:00:00"		"10/28/05 00:00:00"									0							
"3038/2548"	"ฟ้องศาล    25  ตุลาคม  2548"	1	0	1	0	0	"10/25/05 00:00:00"											0							
"2990/2548"	"ฟ้องศาล    25  ตุลาคม  2548"	1	0	1	0	0	"10/21/05 00:00:00"		"11/04/05 00:00:00"									0							
"ว.2514/2548"	"ฟ้องศาล"	1	0	1	0	0	"10/23/05 00:00:00"		"10/26/05 00:00:00"									0							
"ว.2513/2548"	"ฟ้องศาล"	0	1	1	0	0	"10/23/05 00:00:00"		"10/26/05 00:00:00"									0							
"ว.2512/2548"	"ฟ้องศาล"	1	0	1	0	0	"10/23/05 00:00:00"		"10/26/05 00:00:00"									0							
"ว.2511/2548"	"ฟ้องศาล"	1	0	1	0	0	"10/23/05 00:00:00"		"10/26/05 00:00:00"									0							
"ว.2510/2548"	"ฟ้องศาล"	2	0	2	0	0	"10/23/05 00:00:00"		"10/23/05 00:00:00"									0							
"ว.1654/2548"	"ฟ้องศาล"	3		0	0	0	"07/01/05 00:00:00"											0							
"ว.1655/2548"	"ฟ้องศาล"	7	1	0	0	0	"07/01/05 00:00:00"											0							
"ว.1656/2548"	"ฟ้องศาล"	1		0	0	0	"07/01/05 00:00:00"											0							
"ว.1657/2548"	"ฟ้องศาล"	2	4	0	0	0	"07/01/05 00:00:00"											0							
"ว.1658/2548"	"ฟ้องศาล"	2	2	0	0	0	"07/01/05 00:00:00"											0							
"ว.1659/2548"	"ฟ้องศาล"	3	4	0	0	0	"07/01/05 00:00:00"											0							
"ว.1660/2548"	"ฟ้องศาล"	1		0	0	0	"07/02/05 00:00:00"											0							
"ว.1661/2548"	"ฟ้องศาล"	1		0	0	0	"07/02/05 00:00:00"											0							
"ว.1663/2548"	"ฟ้องศาล"	1	3	0	0	0	"07/02/05 00:00:00"											0							
"ว.1667/2548"	"ฟ้องศาล"	4	7	0	0	0	"07/02/05 00:00:00"											0							
"ว.1668/2548"	"ฟ้องศาล"	1		0	0	0	"07/02/05 00:00:00"											0							
"ว.1671/2548"	"ฟ้องศาล"	1		0	0	0	"07/01/05 00:00:00"											0							
"ว.1672/2548"	"ฟ้องศาล"	0	0	0	0	0	"07/04/05 00:00:00"											0							
"ว.1675/2548"	"ฟ้องศาล"	1	0	0	0	0	"07/04/05 00:00:00"											0							
"ว.1676/2548"	"ฟ้องศาล"	1	0	0	0	0	"07/03/05 00:00:00"											0							
"ว.1677/2548"	"ฟ้องศาล"	1	4	0	0	0	"07/04/05 00:00:00"											0							
"ว.1685/2548"	"ฟ้องศาล"	1		0	0	0	"07/05/05 00:00:00"											0							
"ว.1686/2548"	"ฟ้องศาล"	1		0	0	0	"07/05/05 00:00:00"											0							
"ว.1687/2548"	"ฟ้องศาล"	5	2		0	0	"07/05/05 00:00:00"											0							
"1930/2548"	"ฟ้องศาล"	0	1	0	0	0	"07/06/05 00:00:00"											0							
"1918/2548"	"ฟ้องศาล"	1	0	0	0	0	"07/06/05 00:00:00"											0							
"1837/2548"	"ฟ้องศาล"	0	0	1	0	0	"06/29/05 00:00:00"											0							
"1855/2548"	"ฟ้องศาล"	1	0	1	0	0	"07/08/05 00:00:00"											0							
"1867/2548"	"ฟ้องศาล"	1	0	1	0	0	"07/08/05 00:00:00"											0							
"1871/2548"	"ฟ้องศาล"	1	1	2	0	0	"07/04/05 00:00:00"											0							
"1872/2548"	"ฟ้องศาล"	1	0	1	0	0	"07/04/05 00:00:00"											0							
"1873/2548"	"ฟ้องศาล"	1	0	1	0	0	"07/04/05 00:00:00"											0							
"1874/2548"	"ฟ้องศาล"	0	1	1	0	0	"07/06/05 00:00:00"											0							
"1885/2548"	"ฟ้องศาล"	1	0	1	0	0	"07/08/05 00:00:00"											0							
"1887/2548"	"ฟ้องศาล"	1	0	1	0	0	"07/06/05 00:00:00"											0							
"1888/2548"	"ฟ้องศาล"	1	0	1	0	0	"07/08/05 00:00:00"											0							
"1922/2548"	"ฟ้องศาล   11  กรกฎาคม  2548"	1	0	1	0	0	"07/08/05 00:00:00"											0							
"1984/2548"	"ฟ้องศาล   11  กรกฎาคม  2548"	0	2	1	0	0	"07/11/05 00:00:00"											0							
"1953/2548"	"ฟ้องศาล    12  กรกฎาคม  2548"	1	0	1	0	0	"07/11/05 00:00:00"											0							
"1854/2548"	"ฟ้องศาล   12  กรกฏาคม  2548"	1	0	1	0	0	"07/07/05 00:00:00"											0							
"1895/2548"	"ฟ้องศาล     12   กรกฎาคม  2548"	1	0	1	0	0	"07/11/05 00:00:00"											0							
"1911/2548"	"ฟ้องศาล   12  กรกฎาคม  2548"	1	0	1	0	0	"07/11/05 00:00:00"											0							
"1923/2548"	"ฟ้องศาล   12  กรกฎาคม  2548"	0	1	1	0	0	"07/11/05 00:00:00"											0							
"1967/2548"	"ฟ้องศาล   12  กรกฎาคม  2548"	1	0	1	0	0	"07/11/05 00:00:00"											0							
"1896/2548"	"ฟ้องศาล   12  กรกฎาคม  2548"	1	0	1	0	0	"07/11/05 00:00:00"											0							
"1962/2548"	"ฟ้องศาล"	0	1	0	0	0	"07/08/05 00:00:00"											0							
"1750/2548"	"ฟ้องศาล"	0	1	0	0	0												0							
"ว.1720/2548"	"ฟ้องศาล"	1	0	0	0	0	"07/11/05 00:00:00"											0							
"ว.1721/2548"	"ฟ้องศาล"	1		0	0	0	"07/11/05 00:00:00"											0							
"ว.1722/2548"	"ฟ้องศาล"	1		0	0	0	"07/11/05 00:00:00"											0							
"ว.1723/2548"	"ฟ้องศาล"	5		0	0	0	"07/11/05 00:00:00"											0							
"ว.1724/2548"	"ฟ้องศาล"		3	0	0	0	"07/11/05 00:00:00"											0							
"ว.1725/2548"	"ฟ้องศาล"	1	6	0	0	0	"07/11/05 00:00:00"											0							
"ว.1726/2548"	"ฟ้องศาล"	4	4	0	0	0	"07/11/05 00:00:00"											0							
"ว.1727/2548"	"ฟ้องศาล"	1		0	0	0	"07/11/05 00:00:00"											0							
"ว.1728/2548"	"ฟ้องศาล"	1		0	0	0	"07/11/05 00:00:00"											0							
"ว.1729/2548"	"ฟ้องศาล"		3	0	0	0	"07/11/05 00:00:00"											0							
"1999/2548"	"ฟ้องศาล  12  กรกฎาคม  2548"	1	0	1	0	0	"07/12/05 00:00:00"											0							
"1985/2548"	"ฟ้องศาล   12  กรกฎาคม  2548"	1	0	1	0	0	"07/12/05 00:00:00"											0							
"1986/2548"	"ฟ้องศาล    12  กรกฎาคม  2548"	0	1	1	0	0	"07/12/05 00:00:00"											0							
"1987/2548"	"ฟ้องศาล   12  กรกฎาคม  2548"	0	1	1	0	0	"07/12/05 00:00:00"											0							
"1943/2548"	"ฟ้องศาล      12  กรกฎาคม  2548"	0		1	0	0	"07/12/05 00:00:00"											0							
"1955/2548"	"ฟ้องศาล         13  กรกฎาคม  2548"	1	0	1	0	0	"07/12/05 00:00:00"											0							
"1957/2548"	"ฟ้องศาล   13  กรกฎาคม  2548"	1	0	1	0	0	"07/11/05 00:00:00"											0							
"1968/2548"	"ฟ้องศาล   13  กรกฎาคม  2548"	1	0	1	0	0	"07/13/05 00:00:00"											0							
"1897/2548"	"ฟ้องศาล   13  กรกฎาคม  2548"	0	1	1	0	0	"07/13/05 00:00:00"											0							
"ว.1734/2548"	"ฟ้องศาล"	2	3	0	0	0	"07/12/05 00:00:00"											0							
"ว.1733/2548"	"ฟ้องศาล"	6		0	0	0	"07/12/05 00:00:00"											0							
"ว.1732/2548"	"ฟ้องศาล"	1		0	0	0	"07/12/05 00:00:00"											0							
"ว.1731/2548"	"ฟ้องศาล"	1		0	0	0	"07/12/05 00:00:00"											0							
"ว.1730/2548"	"ฟ้องศาล"	1		0	0	0	"07/12/05 00:00:00"											0							
"ว.1735/2548"	"ฟ้องศาล"		1	0	0	0	"07/13/05 00:00:00"											0							
"ว.1736/2548"	"ฟ้องศาล"	1		0	0	0	"07/13/05 00:00:00"											0							
"ว.1737/2548"	"ฟ้องศาล"	1	4	0	0	0	"07/13/05 00:00:00"											0							
"ว.1738/2548"	"ฟ้องศาล"	2	3	0	0	0	"07/13/05 00:00:00"											0							
"1924/2548"	"ฟ้องศาล  13  กรกฎาคม  2548"	1	0	1	0	0	"07/12/05 00:00:00"											0							
"1944/2548"	"ฟ้องศาล   13  กรกฎาคม  2548"	1	0	1	0	0	"07/11/05 00:00:00"											0							
"1945/2548"	"ฟ้องศาล  13  กรกฎาคม  2548"	1	0	1	0	0	"07/12/05 00:00:00"											0							
"1954/2548"	"ฟ้องศาล   13  กรกฎาคม  2548"	1	0	1	0	0	"07/11/05 00:00:00"											0							
"1956/2548"	"ฟ้องศาล   13  กรกฎาคม  2548"	1	0	1	0	0	"07/11/05 00:00:00"											0							
"1961/2548"	"ฟ้องศาล   13  กรกฎาคม  2548"	0	0	1	0	0	"07/12/05 00:00:00"											0							
"ว.1740/2548"	"ฟ้องศาล"	1		0	0	0	"07/13/05 00:00:00"											0							
"ว.1741/2548"	"ฟ้องศาล"	1		0	0	0	"07/13/05 00:00:00"											0							
"ว.1742/2548"	"ฟ้องศาล"	1		0	0	0	"07/13/05 00:00:00"											0							
"ว.1743/2548"	"ฟ้องศาล"	1		0	0	0	"07/13/05 00:00:00"											0							
"ว.1744/2548"	"ฟ้องศาล"	1		0	0	0	"07/13/05 00:00:00"											0							
"ว.1746/2548"	"ฟ้องศาล"	1		1	0	0	"07/13/05 00:00:00"											0							
"1865/2548"	"ฟ้องศาล   14  กรกฎาคม  2548"	1	1	2	0	0	"07/05/05 00:00:00"											0							
"1898/2548"	"ฟ้องศาล   14  กรกฎาคม  2548"	0	0	1	0	0	"07/07/05 00:00:00"											0							
"1925/2548"	"ฟ้องศาล   14  กรกฎาคม  2548"	1	0	1	0	0	"07/07/05 00:00:00"											0							
"1926/2548"	"ฟ้องศาล   14  กรกฎาคม  2548"	1	0	1	0	0	"07/08/05 00:00:00"											0							
"1942/2548"	"ฟ้องศาล   14  กรกฎาคม  2548"	0	1	1	0	0	"07/11/05 00:00:00"											0							
"1946/2548"	"ฟ้องศาล   14  กรกฎาคม  2548"	0	1	1	0	0	"07/13/05 00:00:00"											0							
"1912/2548"	"ฟ้องศาล    14  กรกฎาคม  2548"	0	1	2	0	0	"07/13/05 00:00:00"											0							
"1921/2548"	"ฟ้องศาล    14  กรกฎาคม  2548"	0	1	1	0	0	"07/12/05 00:00:00"											0							
"1960/2548"	"ฟ้องศาล    14  กรกฎาคม  2548"	1	0	1	0	0	"07/12/05 00:00:00"											0							
"1969/2548"	"ฟ้องศาล    14  กรกฎาคม  2548"	1	0	1	0	0	"07/14/05 00:00:00"											0							
"1970/2548"	"ฟ้องศาล   14  กรกฎาคม  2548"	1	0	1	0	0	"07/14/05 00:00:00"											0							
"1971/2548"	"ฟ้องศาล   14   กรกฎาคม  2548"	0	0	2	0	0	"07/13/05 00:00:00"											0							
"ว.1747/2548"	"ฟ้องศาล"	1		0	0	0	"07/14/05 00:00:00"											0							
"1914/2548"	"ฟ้องศาล    15  กรกฎาคม  2548"	1	0	1	0	0	"07/06/05 00:00:00"											0							
"1927/2548"	"ฟ้องศาล    15  กรกฎาคม  2548"	1	0	1	0	0	"07/13/05 00:00:00"											0							
"1928/2548"	"ฟ้องศาล   15  กรกฎาคม  2548"	1	0	1	0	0	"07/12/05 00:00:00"											0							
"1937/2548"	"ฟ้องศาล    15  กรกฎาคม  2548"	1	0	1	0	0	"07/13/05 00:00:00"											0							
"1972/2548"	"ฟ้องศาล   15  กรกฎาคม  2548"	1	0	1	0	0	"07/13/05 00:00:00"											0							
"1974/2548"	"ฟ้องศาล   15  กรกฎาคม  2548"	0	1	1	0	0	"07/12/05 00:00:00"											0							
"1989/2548"	"ฟ้องศาล   15  กรกฎาคม  2548"	1	0	1	0	0	"07/14/05 00:00:00"											0							
"1899/2548"	"ฟ้องศาล   15  กรกฎาคม  2548"	1	0	1	0	0	"07/14/05 00:00:00"											0							
"1929/2548"	"ฟ้องศาล   15  กรกฎาคม  2548"	1	0	1	0	0	"07/11/05 00:00:00"											0							
"1973/2548"	"ฟ้องศาล   15  กรกฎาคม  2548"	1	0	1	0	0	"07/15/05 00:00:00"											0							
"1975/2548"	"ฟ้องศาล   15  กรกฎาคม  2548"	0	0	1	0	0	"07/13/05 00:00:00"											0							
"1983/2548"	"ฟ้องศาล   15  กรกฎาคม  2548"	1	0	1	0	0	"07/14/05 00:00:00"											0							
"1988/2548"	"ฟ้องศาล   15  กรกฎาคม  2548"	1	0	1	0	0	"07/13/05 00:00:00"											0							
"1990/2548"	"ฟ้องศาล   15  กรกฎาคม  2548"	1	0	1	0	0	"07/14/05 00:00:00"											0							
"1991/2548"	"ฟ้องศาล   15  กรกฎาคม  2548"	0	0	1	0	0	"07/14/05 00:00:00"											0							
"2001/2548"	"ฟ้องศาล   15  กรกฎาคม  2548"	1	0	1	2	0	"07/14/05 00:00:00"	"สั่งไม่ฟ้องผู้ต้องหาที่ 1 และที่ 2 เพราะพยานหลักฐานไม่พอฟ้อง"	"07/20/05 00:00:00"									0							
"2002/2548"	"ฟ้องศาล   15  กรกฎาคม  2548"	2	0	2	0	0	"07/15/05 00:00:00"											0							
"ว.1751/2548"	"ฟ้องศาล"	4		0	0	0	"07/15/05 00:00:00"											0							
"ว.1739/2548"	"โอนไปฟ้องศาลจังหวัด วันที่  14  กรกฎาคม  2548"	1		0	0	0	"07/13/05 00:00:00"											0							
"ว.1759/2548"	"ฟ้องศาล"	1		0	0	0	"07/16/05 00:00:00"											0							
"ว.1760/2548"	"ฟ้องศาล"	6		0	0	0	"07/16/05 00:00:00"											0							
"ว.1761/2548"	"ฟ้องศาล"		3	0	0	0	"07/16/05 00:00:00"											0							
"ว.1763/2548"	"ฟ้องศาล"	1	3	0	0	0	"07/16/05 00:00:00"											0							
"ว.1764/2548"	"ฟ้องศาล"	0	1	0	0	0	"07/16/05 00:00:00"											0							
"ว.1765/2548"	"ฟ้องศาล"	1	5	0	0	0	"07/16/05 00:00:00"											0							
"ว.1750/2548"	"ฟ้องศาล"	2	2	0	0	0	"07/15/05 00:00:00"											0							
"ว.1752/2548"	"ฟ้องศาล"		4	0	0	0	"07/15/05 00:00:00"											0							
"ว.1755/2548"	"ฟ้องศาล"	1		0	0	0	"07/15/05 00:00:00"											0							
"ว.1754/2548"	"ฟ้องศาล"	1		0	0	0	"07/13/05 00:00:00"		"08/04/05 00:00:00"									0							
"ว.1749/2548"	"ฟ้องศาล"	1		0	0	0	"07/15/05 00:00:00"											0							
"ว.1748/2548"	"ฟ้องศาล"	1		0	0	0	"07/15/05 00:00:00"											0							
"ว.1757/2548"	"ฟ้องศาล"	1		0	0	0	"07/15/05 00:00:00"											0							
"ว.1753/2548"	"ฟ้องศาล"	1		0	0	0	"07/15/05 00:00:00"											0							
"2009/2548"	"ฟ้องศาล   13  กรกฏาคม  2548"	1	0	1	0	0	"07/13/05 00:00:00"											0							
"1853/2548"	"ฟ้องศาล   18  กรกฎาคม  2548"	1	0	1	0	0	"07/05/05 00:00:00"											0							
"1950/2548"	"ฟ้องศาล    18  กรกฎาคม  2548"	2	0	2	0	0	"07/14/05 00:00:00"											0							
"1951/2548"	"ฟ้องศาล    18  กรกฎาคม  2548"	1	0	1	0	0	"07/12/05 00:00:00"											0							
"1964/2548"	"ฟ้องศาล    18   กรกฎาคม  2548"	0	1	1	0	0	"07/15/05 00:00:00"											0							
"1965/2548"	"ฟ้องศาล   18  กรกฎาคม  2548"	0	1	1	0	0	"07/14/05 00:00:00"											0							
"1966/2548"	"ฟ้องศาล   18  กรกฎาคม  2548"	1	1	2	0	0	"07/14/05 00:00:00"											0							
"1976/2548"	"ฟ้องศาล   18  กรกฎาคม  2548"	0	1	1	0	0	"07/13/05 00:00:00"											0							
"2004/2548"	"ฟ้องศาล   18   กรกฎาคม  2548"	1	1	1	0	0	"07/18/05 00:00:00"											0							
"2005/2548"	"ฟ้องศาล   18  กรกฎาคม  2548"	1	0	1	0	0	"07/14/05 00:00:00"											0							
"2006/2548"	"ฟ้องศาล   18  กรกฎาคม  2548"	1	0	1	0	0	"07/14/05 00:00:00"											0							
"2010/2548"	"ฟ้องศาล    18  กรกฎาคม  2548"	1	0	1	0	0	"07/18/05 00:00:00"											0							
"1785/2548"	"ฟ้องศาล"		1	0	0	0												0							
"1786/2548"	"ฟ้องศาล"	1	0	0	0	0												0							
"1978/2548"	"ฟ้องศาล    20  กรกฎาคม  2548"	0	0	1	0	0	"07/15/05 00:00:00"											0							
"1979/2548"	"ฟ้องศาล    20  กรกฎาคม  2548"	0	0	1	0	0	"07/18/05 00:00:00"											0							
"ว.1756/2548"	"ฟ้องศาล"	1		0	0	0	"07/15/05 00:00:00"											0							
"ว.1758/2548"	"ฟ้องศาล"	9		0	0	0	"07/15/05 00:00:00"											0							
"ว.1766/2548"	"ฟ้องศาล"	1		0	0	0	"07/16/05 00:00:00"											0							
"2013/2548"	"ฟ้องศาล    20  กรกฎาคม  2548"	2	0	2	0	0	"07/20/05 00:00:00"											0							
"2017/2548"	"ฟ้องศาล    20  กรกฎาคม  2548"	4		4	0	0	"07/20/05 00:00:00"											0							
"1846/2548"	"ฟ้องศาล     20  กรกฎาคม  2548"	2		2	0	0	"07/20/05 00:00:00"											0							
"ว.1818/2548"	"ฟ้องศาล"	1	0	0	0	0	"07/24/05 00:00:00"		"08/04/05 00:00:00"									0							
"ว.1791/2548"	"ฟ้องศาล"	3	1	0	0	0	"07/20/05 00:00:00"											0							
"ว.1790/2548"	"ฟ้องศาล"	1	0	0	0	0	"07/20/05 00:00:00"											0							
"ว.1792/2548"	"ฟ้องศาล"	1		0	0	0	"07/22/05 00:00:00"											0							
"ว.1793/2548"	"ฟ้องศาล"	4		0	0	0	"07/22/05 00:00:00"											0							
"ว.1794/2548"	"ฟ้องศาล"	1		0	0	0	"07/22/05 00:00:00"											0							
"ว.1795/2548"	"ฟ้องศาล"	1		0	0	0	"07/22/05 00:00:00"											0							
"ว.1796/2548"	"ฟ้องศาล"	1		0	0	0	"07/22/05 00:00:00"											0							
"ว.1797/2548"	"ฟ้องศาล"	0	2	0	0	0	"07/22/05 00:00:00"											0							
"ว.1798/2548"	"ฟ้องศาล"	1		0	0	0	"07/22/05 00:00:00"											0							
"ว.1799/2548"	"ฟ้องศาล"	1		0	0	0	"07/22/05 00:00:00"											0							
"ว.1800/2548"	"ฟ้องศาล"	1		0	0	0	"07/22/05 00:00:00"											0							
"ว.1801/2548"	"ฟ้องศาล"	1		0	0	0	"07/22/05 00:00:00"											0							
"ว.1802/2548"	"ฟ้องศาล"	3	1	0	0	0	"07/22/05 00:00:00"											0							
"ว.1810/2548"	"ฟ้องศาล"	1	3	0	0	0	"07/22/05 00:00:00"											0							
"ว.1809/2548"	"ฟ้องศาล"	1	0	0	0	0	"07/22/05 00:00:00"											0							
"ว.1808/2548"	"ฟ้องศาล"	1	0	0	0	0	"07/22/05 00:00:00"											0							
"ว.1806/2548"	"ฟ้องศาล"	3	1	0	0	0	"07/22/05 00:00:00"											0							
"ว.1804/2548"	"ฟ้องศาล"	3	4	0	0	0	"07/22/05 00:00:00"											0							
"ว.1803/2548"	"ฟ้องศาล"	4	2	0	0	0	"07/22/05 00:00:00"											0							
"2093/2548"	"ฟ้องศาล    26  กรกฎาคม  2548"	1	0	1	0	0	"07/26/05 00:00:00"											0							
"2020/2548"	"ฟ้องศาล    26  กรกฎาคม  2548"	1	0	1	0	0	"07/18/05 00:00:00"											0							
"1994/2548"	"ฟ้องศาล    20  กรกฎาคม  2548"	1		1	0	0	"07/20/05 00:00:00"											0							
"2026/2548"	"ฟ้องศาล    26  กรกฎาคม  2548"	1	0	1	0	0	"07/19/05 00:00:00"											0							
"2027/2548"	"ฟ้องศาล    26  กรกฎาคม  2548"	0	0	1	0	0	"07/26/05 00:00:00"											0							
"2003/2548"	"ฟ้องศาล    27  กรกฏาคม  2548"	1	0	1	0	0	"07/19/05 00:00:00"											0							
"1997/2548"	"ฟ้องศาล    27  กรกฎาคม  2548"	1	0	1	0	0	"07/25/05 00:00:00"											0							
"ว.1805/2548"	"ฟ้องศาล"	4		0	0	0	"07/22/05 00:00:00"											0							
"ว.1807/2548"	"ฟ้องศาล"	8		0	0	0	"07/22/05 00:00:00"											0							
"2115/2548"	"ฟ้องศาล    27  กรกฎาคม  2548"	1	0	1	0	0	"07/27/05 00:00:00"											0							
"1798/2548"	"สั่งไม่ฟ้องผู้ต้องหา   แจ้งตามหนังสือที่ อส(สก)0031/                  ลงวันที่"	0	0	0	1	0	"07/26/05 00:00:00"	"เพราะพยานหลักฐานไม่พอฟ้อง"	"08/03/05 00:00:00"									0							
"1982/2548"	"ฟ้องศาล    27  กรกฎาคม  2548"	0	1	1	0	0	"07/12/05 00:00:00"											0							
"1981/2548"	"ฟ้องศาล    27  กรกฎาคม  2548"	0	1	1	0	0	"07/26/05 00:00:00"											0							
"2073/2548"	"ฟ้องศาล    27  กรกฎาคม  2548"	1	0	1	0	0	"07/27/05 00:00:00"											0							
"1819/2548"	"ฟ้องศาล    28  กรกฎาคม  2548"	3	0	3	0	0	"07/13/05 00:00:00"											0							
